Population Size,Generations,Mutation Rate,Crossover Rate,Tournament Size,Avg Best Distance,Min Best Distance,Max Best Distance,Std Dev Best Distance,Avg Execution Time
500,2298,0.01,0.1,8,8783.95,8783.95,8783.95,,31.64
500,2352,0.01,0.1,3,9500.35,9500.35,9500.35,,28.79
500,2592,0.1,0.5,5,9462.94,9462.94,9462.94,,51.75
500,2664,0.01,0.5,5,10259.38,10259.38,10259.38,,54.33
500,2747,0.05,0.1,10,9062.04,9062.04,9062.04,,42.9
500,3216,0.01,0.1,2,9771.31,9771.31,9771.31,,39.41
500,3227,0.01,0.1,10,9879.48,9879.48,9879.48,,64.71
500,3353,0.05,0.1,3,9679.13,9679.13,9679.13,,46.42
500,4036,0.05,0.1,2,9197.14,9197.14,9197.14,,53.87
1000,177,0.1,1.0,8,8507.43,8507.43,8507.43,,9.82
1000,186,0.05,1.0,5,8392.16,8392.16,8392.16,,10.24
1000,199,0.1,1.0,5,8414.19,8414.19,8414.19,,10.91
1000,210,0.05,1.0,2,16083.35,16083.35,16083.35,,11.43
1000,217,0.1,1.0,2,15747.77,15747.77,15747.77,,10.85
1000,227,0.05,1.0,10,8797.22,8797.22,8797.22,,13.24
1000,234,0.1,1.0,10,9182.89,9182.89,9182.89,,13.44
1000,245,0.1,0.5,3,8856.39,8856.39,8856.39,,9.18
1000,249,0.05,1.0,8,8425.31,8425.31,8425.31,,14.16
1000,253,0.1,1.0,3,8870.48,8870.48,8870.48,,12.92
1000,272,0.05,1.0,3,8538.6,8538.6,8538.6,,14.86
1000,276,0.01,1.0,3,9100.72,9100.72,9100.72,,14.4
1000,282,0.05,0.5,5,9555.89,9555.89,9555.89,,10.46
1000,286,0.05,1.0,10,8406.37,8406.37,8406.37,,14.06
1000,287,0.1,0.1,2,16705.3,16705.3,16705.3,,7.02
1000,290,0.05,1.0,2,15504.01,15504.01,15504.01,,15.8
1000,301,0.05,1.0,5,8280.88,8280.88,8280.88,,15.57
1000,302,0.1,0.5,5,10264.57,10264.57,10264.57,,11.36
1000,303,0.1,1.0,10,8711.64,8711.64,8711.64,,14.46
1000,305,0.01,1.0,5,8521.65,8521.65,8521.65,,17.88
1000,311,0.1,1.0,8,8365.33,8365.33,8365.33,,14.48
1000,319,0.05,0.5,3,8804.7,8804.7,8804.7,,11.37
1000,326,0.1,1.0,2,15506.46,15506.46,15506.46,,14.35
1000,330,0.05,1.0,3,9053.31,9053.31,9053.31,,19.71
1000,337,0.01,0.5,8,9663.89,9663.89,9663.89,,13.17
1000,338,0.01,1.0,5,8591.47,8591.47,8591.47,,18.36
1000,341,0.05,0.5,10,8836.48,8836.48,8836.48,,14.69
1000,341,0.1,0.5,8,9696.72,9696.72,9696.72,,13.23
1000,345,0.1,0.5,10,8348.66,8348.66,8348.66,,12.01
1000,356,0.1,0.1,5,13999.04,13999.04,13999.04,,8.51
1000,358,0.05,1.0,8,8928.34,8928.34,8928.34,,17.28
1000,361,0.1,0.5,8,9354.18,9354.18,9354.18,,12.33
1000,361,0.1,1.0,3,8677.55,8677.55,8677.55,,16.26
1000,370,0.01,0.5,3,9122.31,9122.31,9122.31,,13.54
1000,375,0.01,0.5,10,9559.13,9559.13,9559.13,,15.14
1000,379,0.1,0.1,10,13182.8,13182.8,13182.8,,10.1
1000,384,0.1,1.0,5,8785.26,8785.26,8785.26,,17.5
1000,388,0.01,0.5,5,8866.47,8866.47,8866.47,,14.18
1000,392,0.1,0.5,10,9810.48,9810.48,9810.48,,15.76
1000,424,0.01,1.0,2,9185.79,9185.79,9185.79,,21.83
1000,424,0.05,0.5,8,10376.43,10376.43,10376.43,,17.03
1000,425,0.01,1.0,8,9182.74,9182.74,9182.74,,22.67
1000,444,0.1,0.1,3,14045.16,14045.16,14045.16,,10.99
1000,450,0.05,0.5,5,9738.16,9738.16,9738.16,,18.5
1000,464,0.05,0.5,8,8721.19,8721.19,8721.19,,18.74
1000,478,0.01,0.5,2,8811.85,8811.85,8811.85,,17.11
1000,490,0.01,0.1,2,9490.96,9490.96,9490.96,,11.68
1000,495,0.01,0.1,3,9346.95,9346.95,9346.95,,12.0
1000,495,0.1,0.1,10,12712.15,12712.15,12712.15,,13.84
1000,500,0.1,0.1,8,13893.36,13893.36,13893.36,,13.57
1000,503,0.1,0.5,3,9454.93,9454.93,9454.93,,15.94
1000,505,0.1,0.5,2,9058.86,9058.86,9058.86,,18.48
1000,510,0.05,0.5,2,8546.05,8546.05,8546.05,,18.36
1000,512,0.05,0.1,2,11662.63,11662.63,11662.63,,13.13
1000,514,0.05,0.1,8,9693.56,9693.56,9693.56,,15.58
1000,517,0.1,0.1,5,12334.11,12334.11,12334.11,,13.42
1000,528,0.01,1.0,3,8635.53,8635.53,8635.53,,28.88
1000,534,0.01,0.5,5,8295.8,8295.8,8295.8,,22.01
1000,545,0.1,0.5,5,8619.34,8619.34,8619.34,,17.75
1000,555,0.1,0.1,2,15323.75,15323.75,15323.75,,12.5
1000,572,0.01,1.0,10,8420.23,8420.23,8420.23,,32.37
1000,577,0.01,0.5,8,9071.45,9071.45,9071.45,,24.12
1000,584,0.1,1.0,8,8846.25,8846.25,8846.25,,31.12
1000,586,0.01,0.1,8,9477.36,9477.36,9477.36,,15.88
1000,588,0.1,1.0,5,8918.48,8918.48,8918.48,,30.15
1000,589,0.05,0.1,10,10761.4,10761.4,10761.4,,17.23
1000,605,0.05,1.0,10,8741.74,8741.74,8741.74,,32.87
1000,610,0.1,1.0,10,8429.29,8429.29,8429.29,,32.5
1000,611,0.05,0.1,5,10411.54,10411.54,10411.54,,17.53
1000,614,0.05,1.0,5,8553.54,8553.54,8553.54,,31.22
1000,625,0.05,1.0,8,9079.42,9079.42,9079.42,,33.04
1000,629,0.05,1.0,3,8633.93,8633.93,8633.93,,31.63
1000,629,0.1,1.0,3,9043.44,9043.44,9043.44,,31.37
1000,634,0.1,0.5,2,8267.4,8267.4,8267.4,,19.93
1000,648,0.01,0.1,8,10252.99,10252.99,10252.99,,17.63
1000,650,0.05,0.5,2,9244.02,9244.02,9244.02,,24.95
1000,668,0.01,1.0,2,15457.33,15457.33,15457.33,,29.22
1000,677,0.05,0.1,8,9271.49,9271.49,9271.49,,19.97
1000,678,0.01,1.0,2,9614.87,9614.87,9614.87,,37.39
1000,678,0.1,0.1,3,12784.66,12784.66,12784.66,,16.67
1000,687,0.05,0.5,10,8641.7,8641.7,8641.7,,29.38
1000,717,0.01,1.0,10,8696.38,8696.38,8696.38,,44.33
1000,718,0.01,0.5,2,8412.05,8412.05,8412.05,,25.91
1000,729,0.01,0.5,3,9683.64,9683.64,9683.64,,27.18
1000,737,0.01,0.1,10,9561.02,9561.02,9561.02,,20.75
1000,743,0.1,0.5,10,9288.76,9288.76,9288.76,,29.0
1000,761,0.05,0.5,3,8384.81,8384.81,8384.81,,27.27
1000,773,0.01,0.1,3,9475.43,9475.43,9475.43,,19.93
1000,783,0.1,0.1,8,11652.78,11652.78,11652.78,,20.7
1000,806,0.05,0.5,8,7937.5,7937.5,7937.5,,31.28
1000,807,0.01,1.0,8,8456.23,8456.23,8456.23,,38.82
1000,823,0.01,1.0,5,8431.44,8431.44,8431.44,,45.28
1000,830,0.01,0.5,10,9528.8,9528.8,9528.8,,35.6
1000,847,0.05,0.5,3,8611.93,8611.93,8611.93,,34.81
1000,851,0.05,0.1,5,9157.08,9157.08,9157.08,,24.0
1000,851,0.05,0.5,2,8731.44,8731.44,8731.44,,31.23
1000,864,0.1,0.1,5,12031.22,12031.22,12031.22,,22.07
1000,864,0.1,0.5,3,8941.11,8941.11,8941.11,,30.94
1000,877,0.1,0.1,2,16004.22,16004.22,16004.22,,20.82
1000,899,0.05,0.5,5,9498.3,9498.3,9498.3,,34.13
1000,906,0.1,0.5,8,8506.21,8506.21,8506.21,,35.17
1000,909,0.05,0.1,3,9650.87,9650.87,9650.87,,24.42
1000,912,0.01,0.1,5,9358.68,9358.68,9358.68,,20.49
1000,943,0.01,0.1,5,9448.36,9448.36,9448.36,,26.35
1000,946,0.01,0.1,5,9831.46,9831.46,9831.46,,26.5
1000,980,0.01,1.0,8,9042.66,9042.66,9042.66,,58.78
1000,990,0.1,0.1,3,12645.69,12645.69,12645.69,,24.11
1000,990,0.1,0.5,2,8925.55,8925.55,8925.55,,34.81
1000,1012,0.05,0.1,10,9468.91,9468.91,9468.91,,31.18
1000,1018,0.01,0.1,2,9749.74,9749.74,9749.74,,25.49
1000,1050,0.01,0.5,10,9455.94,9455.94,9455.94,,37.88
1000,1062,0.1,1.0,2,9010.04,9010.04,9010.04,,52.98
1000,1069,0.05,1.0,2,8867.02,8867.02,8867.02,,52.96
1000,1096,0.01,1.0,10,9183.74,9183.74,9183.74,,60.45
1000,1114,0.05,0.1,3,8788.9,8788.9,8788.9,,28.9
1000,1152,0.01,0.1,10,9412.18,9412.18,9412.18,,32.32
1000,1272,0.01,1.0,3,8781.99,8781.99,8781.99,,58.01
1000,1320,0.01,0.5,3,9106.43,9106.43,9106.43,,41.55
1000,1330,0.1,0.5,5,9475.99,9475.99,9475.99,,48.9
1000,1353,0.01,0.5,5,8740.23,8740.23,8740.23,,44.03
1000,1372,0.01,0.5,2,8811.63,8811.63,8811.63,,43.04
1000,1429,0.05,0.1,8,8456.74,8456.74,8456.74,,42.59
1000,1432,0.05,0.5,10,8419.73,8419.73,8419.73,,56.48
1000,1458,0.05,0.1,2,8311.88,8311.88,8311.88,,32.15
1000,1475,0.01,0.1,10,9710.44,9710.44,9710.44,,36.58
1000,1545,0.1,0.1,8,12524.06,12524.06,12524.06,,41.35
1000,1574,0.01,0.1,3,8388.97,8388.97,8388.97,,34.31
1000,1659,0.01,0.1,8,9178.0,9178.0,9178.0,,39.98
1000,1701,0.01,0.5,8,9171.57,9171.57,9171.57,,57.61
1000,1797,0.05,0.1,2,9662.19,9662.19,9662.19,,43.93
1000,1809,0.05,0.1,5,8953.99,8953.99,8953.99,,45.12
1000,2000,0.05,0.1,10,9015.95,9015.95,9015.95,,59.64
1000,2053,0.1,0.1,10,11438.4,11438.4,11438.4,,58.01
1000,2278,0.01,0.1,2,8760.18,8760.18,8760.18,,48.0
1000,3097,0.05,0.1,3,9065.54,9065.54,9065.54,,65.67
2000,153,0.1,1.0,10,8208.07,8208.07,8208.07,,16.0
2000,156,0.05,1.0,8,8734.14,8734.14,8734.14,,19.23
2000,164,0.01,1.0,10,8453.21,8453.21,8453.21,,18.13
2000,169,0.05,1.0,10,8098.13,8098.13,8098.13,,21.41
2000,176,0.01,1.0,5,7765.64,7765.64,7765.64,,17.02
2000,183,0.1,1.0,8,8606.11,8606.11,8606.11,,18.38
2000,194,0.05,1.0,5,8379.88,8379.88,8379.88,,22.69
2000,214,0.1,0.5,8,8474.88,8474.88,8474.88,,17.84
2000,216,0.1,1.0,5,8093.54,8093.54,8093.54,,20.1
2000,217,0.05,0.5,3,8996.15,8996.15,8996.15,,17.63
2000,221,0.01,1.0,3,8597.92,8597.92,8597.92,,20.74
2000,221,0.05,0.5,10,8364.4,8364.4,8364.4,,21.5
2000,234,0.1,1.0,2,15323.41,15323.41,15323.41,,21.87
2000,243,0.05,1.0,3,8967.64,8967.64,8967.64,,26.9
2000,265,0.01,1.0,2,14495.37,14495.37,14495.37,,25.93
2000,265,0.05,1.0,2,15211.2,15211.2,15211.2,,28.34
2000,270,0.1,0.5,5,8391.71,8391.71,8391.71,,20.98
2000,271,0.1,1.0,8,8600.27,8600.27,8600.27,,24.33
2000,272,0.1,1.0,10,8692.14,8692.14,8692.14,,24.72
2000,285,0.1,1.0,5,8240.73,8240.73,8240.73,,24.99
2000,292,0.05,1.0,5,8078.38,8078.38,8078.38,,29.39
2000,293,0.1,1.0,3,8732.09,8732.09,8732.09,,27.18
2000,295,0.05,1.0,10,8576.17,8576.17,8576.17,,28.41
2000,300,0.01,1.0,8,8715.12,8715.12,8715.12,,34.64
2000,310,0.05,1.0,8,8288.5,8288.5,8288.5,,33.46
2000,314,0.05,0.5,8,8657.37,8657.37,8657.37,,28.58
2000,318,0.1,0.1,5,12843.02,12843.02,12843.02,,19.52
2000,321,0.05,1.0,3,7858.87,7858.87,7858.87,,35.63
2000,325,0.01,0.5,8,8585.21,8585.21,8585.21,,23.8
2000,329,0.1,1.0,3,8608.83,8608.83,8608.83,,28.12
2000,334,0.1,0.5,5,8149.76,8149.76,8149.76,,21.05
2000,346,0.1,0.1,2,15633.35,15633.35,15633.35,,19.8
2000,354,0.01,1.0,10,8321.99,8321.99,8321.99,,44.54
2000,354,0.05,0.5,5,9174.69,9174.69,9174.69,,36.68
2000,357,0.01,1.0,5,8067.79,8067.79,8067.79,,38.96
2000,364,0.1,0.5,10,9026.15,9026.15,9026.15,,26.32
2000,371,0.01,1.0,8,8610.9,8610.9,8610.9,,38.12
2000,372,0.05,0.5,3,8621.15,8621.15,8621.15,,33.71
2000,374,0.01,0.1,5,8770.68,8770.68,8770.68,,19.05
2000,376,0.01,0.5,3,8652.75,8652.75,8652.75,,26.32
2000,380,0.01,0.5,5,8773.91,8773.91,8773.91,,28.64
2000,404,0.05,0.5,5,8773.6,8773.6,8773.6,,31.42
2000,409,0.01,0.5,10,9097.88,9097.88,9097.88,,36.06
2000,418,0.01,0.5,10,9025.43,9025.43,9025.43,,37.96
2000,430,0.1,0.1,2,15645.92,15645.92,15645.92,,17.61
2000,442,0.01,0.5,2,8725.65,8725.65,8725.65,,32.1
2000,445,0.05,0.5,8,8339.18,8339.18,8339.18,,47.68
2000,446,0.1,0.5,2,7816.43,7816.43,7816.43,,33.27
2000,447,0.05,0.5,2,8132.67,8132.67,8132.67,,33.43
2000,451,0.01,1.0,3,8168.2,8168.2,8168.2,,47.76
2000,455,0.01,0.1,10,11039.45,11039.45,11039.45,,25.07
2000,459,0.1,0.5,8,8679.19,8679.19,8679.19,,30.71
2000,471,0.1,0.5,10,8426.89,8426.89,8426.89,,40.69
2000,474,0.1,0.5,3,8179.47,8179.47,8179.47,,36.3
2000,481,0.1,1.0,2,15568.04,15568.04,15568.04,,40.7
2000,522,0.01,0.5,3,8283.0,8283.0,8283.0,,40.44
2000,534,0.1,0.1,10,11027.67,11027.67,11027.67,,31.57
2000,540,0.1,0.5,3,8262.46,8262.46,8262.46,,33.19
2000,546,0.05,0.5,2,8432.32,8432.32,8432.32,,46.8
2000,550,0.01,0.1,5,9094.21,9094.21,9094.21,,24.76
2000,557,0.1,1.0,10,8083.44,8083.44,8083.44,,51.4
2000,559,0.05,0.1,10,10088.9,10088.9,10088.9,,33.48
2000,560,0.05,1.0,2,15549.3,15549.3,15549.3,,60.4
2000,564,0.01,0.1,8,9186.3,9186.3,9186.3,,32.27
2000,568,0.01,1.0,8,8575.16,8575.16,8575.16,,51.86
2000,575,0.05,0.1,8,9600.11,9600.11,9600.11,,31.86
2000,581,0.05,1.0,10,8560.31,8560.31,8560.31,,54.57
2000,581,0.1,1.0,5,8295.64,8295.64,8295.64,,51.2
2000,583,0.05,1.0,8,7771.75,7771.75,7771.75,,56.08
2000,595,0.05,0.1,3,8285.17,8285.17,8285.17,,32.78
2000,595,0.05,0.5,10,8476.68,8476.68,8476.68,,40.48
2000,596,0.01,0.1,2,9057.88,9057.88,9057.88,,27.84
2000,597,0.01,0.5,2,8417.32,8417.32,8417.32,,42.87
2000,597,0.1,0.1,3,13498.43,13498.43,13498.43,,36.05
2000,603,0.1,1.0,8,8614.45,8614.45,8614.45,,54.67
2000,610,0.1,0.5,8,8774.08,8774.08,8774.08,,41.95
2000,613,0.05,1.0,5,8391.99,8391.99,8391.99,,58.91
2000,620,0.1,0.5,2,8471.22,8471.22,8471.22,,37.54
2000,624,0.01,1.0,3,8375.77,8375.77,8375.77,,57.42
2000,631,0.05,1.0,3,9089.31,9089.31,9089.31,,58.67
2000,632,0.1,1.0,3,8479.15,8479.15,8479.15,,55.38
2000,641,0.1,0.1,8,12827.01,12827.01,12827.01,,29.65
2000,645,0.01,0.1,8,9225.08,9225.08,9225.08,,33.53
2000,649,0.01,0.1,3,9824.43,9824.43,9824.43,,28.99
2000,649,0.1,0.1,8,11843.06,11843.06,11843.06,,37.09
2000,652,0.01,0.5,10,7999.29,7999.29,7999.29,,44.46
2000,673,0.01,0.5,8,8154.99,8154.99,8154.99,,59.84
2000,678,0.01,0.5,2,8815.27,8815.27,8815.27,,40.68
2000,700,0.01,1.0,5,8647.7,8647.7,8647.7,,63.07
2000,722,0.01,0.5,5,8425.95,8425.95,8425.95,,55.2
2000,740,0.05,0.1,5,8613.83,8613.83,8613.83,,40.63
2000,759,0.01,0.1,3,9208.16,9208.16,9208.16,,36.02
2000,761,0.01,0.5,3,8575.53,8575.53,8575.53,,48.54
2000,766,0.01,0.1,10,9384.48,9384.48,9384.48,,47.73
2000,779,0.1,0.5,2,8314.88,8314.88,8314.88,,47.88
2000,785,0.1,0.5,3,8102.16,8102.16,8102.16,,49.46
2000,813,0.05,0.1,3,10211.43,10211.43,10211.43,,47.81
2000,814,0.1,0.5,5,8627.58,8627.58,8627.58,,52.14
2000,823,0.01,1.0,10,8208.84,8208.84,8208.84,,75.93
2000,835,0.05,0.5,10,9291.54,9291.54,9291.54,,79.71
2000,836,0.01,0.5,5,8529.46,8529.46,8529.46,,55.01
2000,845,0.05,0.1,2,8418.54,8418.54,8418.54,,48.98
2000,850,0.01,0.1,10,9565.38,9565.38,9565.38,,40.18
2000,859,0.05,0.1,5,9247.24,9247.24,9247.24,,48.83
2000,868,0.1,0.1,3,11655.69,11655.69,11655.69,,36.48
2000,869,0.05,0.5,8,8882.52,8882.52,8882.52,,57.76
2000,875,0.01,0.1,8,9055.92,9055.92,9055.92,,39.82
2000,891,0.05,0.1,8,9908.73,9908.73,9908.73,,53.57
2000,900,0.1,0.5,10,8851.74,8851.74,8851.74,,61.27
2000,934,0.05,0.1,2,8764.99,8764.99,8764.99,,51.88
2000,935,0.01,0.1,2,8692.19,8692.19,8692.19,,41.27
2000,941,0.05,0.1,10,8970.58,8970.58,8970.58,,59.05
2000,964,0.01,1.0,2,8683.91,8683.91,8683.91,,102.96
2000,1093,0.1,0.1,10,10835.61,10835.61,10835.61,,52.7
2000,1120,0.1,0.1,10,11528.99,11528.99,11528.99,,53.54
2000,1141,0.05,0.5,3,7972.6,7972.6,7972.6,,70.26
2000,1173,0.01,0.1,3,8698.73,8698.73,8698.73,,47.95
2000,1194,0.01,0.5,8,9235.22,9235.22,9235.22,,79.78
2000,1216,0.05,0.5,2,8396.61,8396.61,8396.61,,73.9
2000,1271,0.1,0.1,8,11033.23,11033.23,11033.23,,59.06
2000,1276,0.1,0.1,5,11936.01,11936.01,11936.01,,55.67
2000,1284,0.05,0.5,5,9259.03,9259.03,9259.03,,81.73
2000,1289,0.05,0.1,10,9391.23,9391.23,9391.23,,61.74
2000,1301,0.01,0.1,5,10138.84,10138.84,10138.84,,55.76
2000,1465,0.1,1.0,2,8664.99,8664.99,8664.99,,125.37
2000,1471,0.01,0.1,2,8596.73,8596.73,8596.73,,59.77
2000,1518,0.01,1.0,2,8787.81,8787.81,8787.81,,133.63
2000,1767,0.1,0.1,5,10612.47,10612.47,10612.47,,76.81
2000,1813,0.05,0.1,5,9424.76,9424.76,9424.76,,79.67
2000,1950,0.1,0.1,3,11207.51,11207.51,11207.51,,82.54
2000,1986,0.1,0.1,2,13838.25,13838.25,13838.25,,82.26
2000,2081,0.05,1.0,2,9455.96,9455.96,9455.96,,190.9
2000,2123,0.05,0.1,3,9123.99,9123.99,9123.99,,89.09
2000,2252,0.05,0.1,8,8995.98,8995.98,8995.98,,104.56
2000,2419,0.05,0.1,2,8791.04,8791.04,8791.04,,99.06
5000,148,0.01,1.0,10,8002.76,8002.76,8002.76,,34.59
5000,149,0.05,1.0,10,8031.7,8031.7,8031.7,,43.38
5000,154,0.1,1.0,10,8054.4,8054.4,8054.4,,45.76
5000,163,0.05,0.5,8,9040.91,9040.91,9040.91,,34.06
5000,171,0.01,1.0,8,8451.93,8451.93,8451.93,,39.25
5000,174,0.01,1.0,5,8576.2,8576.2,8576.2,,38.83
5000,174,0.05,1.0,5,7790.14,7790.14,7790.14,,48.61
5000,174,0.05,1.0,8,8683.29,8683.29,8683.29,,49.43
5000,179,0.1,1.0,5,8377.73,8377.73,8377.73,,50.15
5000,179,0.1,1.0,8,8176.41,8176.41,8176.41,,51.51
5000,183,0.01,0.5,8,8005.78,8005.78,8005.78,,30.55
5000,183,0.1,0.5,10,8674.4,8674.4,8674.4,,39.76
5000,186,0.01,0.5,5,8220.48,8220.48,8220.48,,29.77
5000,193,0.01,0.5,3,8024.79,8024.79,8024.79,,29.98
5000,196,0.05,0.5,5,7847.4,7847.4,7847.4,,38.92
5000,201,0.1,0.5,5,7771.75,7771.75,7771.75,,40.7
5000,201,0.1,1.0,2,15816.59,15816.59,15816.59,,54.42
5000,222,0.01,1.0,2,14926.39,14926.39,14926.39,,47.92
5000,225,0.01,1.0,3,8727.39,8727.39,8727.39,,48.59
5000,236,0.1,1.0,3,8273.74,8273.74,8273.74,,63.82
5000,245,0.1,1.0,10,8121.04,8121.04,8121.04,,56.46
5000,248,0.05,1.0,3,8318.09,8318.09,8318.09,,66.68
5000,250,0.1,0.5,8,8384.99,8384.99,8384.99,,52.37
5000,256,0.05,0.5,10,8423.1,8423.1,8423.1,,55.18
5000,259,0.01,0.5,10,8380.12,8380.12,8380.12,,44.29
5000,262,0.05,0.5,3,8134.1,8134.1,8134.1,,50.88
5000,262,0.05,1.0,10,8350.49,8350.49,8350.49,,74.19
5000,269,0.01,1.0,8,8327.42,8327.42,8327.42,,79.45
5000,269,0.05,1.0,2,14965.63,14965.63,14965.63,,71.35
5000,269,0.05,1.0,8,8602.7,8602.7,8602.7,,65.76
5000,269,0.1,1.0,8,8001.88,8001.88,8001.88,,60.32
5000,275,0.1,0.5,3,7974.62,7974.62,7974.62,,53.51
5000,281,0.1,1.0,5,7808.9,7808.9,7808.9,,60.51
5000,282,0.01,1.0,2,15281.59,15281.59,15281.59,,77.21
5000,285,0.05,1.0,5,8178.86,8178.86,8178.86,,68.86
5000,293,0.1,0.5,10,8062.76,8062.76,8062.76,,51.96
5000,297,0.01,0.5,2,8583.15,8583.15,8583.15,,45.31
5000,307,0.01,0.1,8,9075.97,9075.97,9075.97,,35.49
5000,316,0.05,0.5,2,8117.27,8117.27,8117.27,,52.46
5000,317,0.01,1.0,3,8050.39,8050.39,8050.39,,86.77
5000,320,0.05,0.5,8,8109.7,8109.7,8109.7,,55.31
5000,325,0.1,0.1,2,15851.38,15851.38,15851.38,,39.16
5000,328,0.01,0.1,10,8436.01,8436.01,8436.01,,39.66
5000,331,0.01,0.5,8,8692.97,8692.97,8692.97,,72.09
5000,334,0.01,0.5,10,8156.04,8156.04,8156.04,,74.54
5000,335,0.1,1.0,3,7876.3,7876.3,7876.3,,76.57
5000,337,0.1,0.5,8,8262.23,8262.23,8262.23,,56.99
5000,342,0.01,1.0,5,8329.03,8329.03,8329.03,,97.62
5000,344,0.1,0.1,2,15232.57,15232.57,15232.57,,43.5
5000,349,0.05,0.5,3,8140.86,8140.86,8140.86,,63.56
5000,359,0.05,0.1,5,9696.5,9696.5,9696.5,,38.77
5000,360,0.01,0.1,5,9314.26,9314.26,9314.26,,47.91
5000,365,0.01,0.5,5,8089.22,8089.22,8089.22,,73.51
5000,384,0.1,0.5,3,8117.02,8117.02,8117.02,,62.57
5000,389,0.05,0.1,8,8687.17,8687.17,8687.17,,45.42
5000,402,0.01,0.5,2,8575.25,8575.25,8575.25,,76.92
5000,411,0.01,1.0,10,8192.7,8192.7,8192.7,,124.47
5000,412,0.05,1.0,3,8073.69,8073.69,8073.69,,101.47
5000,421,0.05,1.0,2,15278.54,15278.54,15278.54,,95.93
5000,431,0.1,0.1,3,13330.81,13330.81,13330.81,,55.46
5000,434,0.1,0.5,2,8533.79,8533.79,8533.79,,82.77
5000,439,0.1,0.1,10,10898.73,10898.73,10898.73,,65.05
5000,445,0.01,0.1,3,8717.9,8717.9,8717.9,,46.32
5000,454,0.1,0.5,5,8426.83,8426.83,8426.83,,73.57
5000,457,0.05,0.5,5,8518.77,8518.77,8518.77,,80.96
5000,466,0.01,0.1,10,7862.04,7862.04,7862.04,,70.42
5000,473,0.01,0.1,2,8790.18,8790.18,8790.18,,47.98
5000,486,0.05,0.1,10,8805.54,8805.54,8805.54,,58.92
5000,502,0.05,0.1,5,8366.01,8366.01,8366.01,,62.1
5000,503,0.1,0.5,2,8361.93,8361.93,8361.93,,80.34
5000,528,0.01,0.1,5,8432.39,8432.39,8432.39,,57.37
5000,553,0.05,1.0,10,8320.29,8320.29,8320.29,,124.15
5000,560,0.05,0.1,10,8816.07,8816.07,8816.07,,80.68
5000,562,0.05,1.0,8,7968.6,7968.6,7968.6,,123.79
5000,563,0.05,0.5,10,8457.95,8457.95,8457.95,,99.47
5000,568,0.1,1.0,2,15117.81,15117.81,15117.81,,124.64
5000,570,0.01,1.0,10,8251.89,8251.89,8251.89,,126.01
5000,573,0.05,1.0,5,8398.12,8398.12,8398.12,,121.9
5000,575,0.1,1.0,5,8315.89,8315.89,8315.89,,120.82
5000,579,0.05,0.5,8,8352.52,8352.52,8352.52,,91.32
5000,583,0.01,1.0,5,8457.13,8457.13,8457.13,,123.39
5000,583,0.1,0.1,8,11134.78,11134.78,11134.78,,83.31
5000,588,0.01,0.1,8,8810.67,8810.67,8810.67,,85.13
5000,588,0.05,0.5,10,8646.41,8646.41,8646.41,,95.05
5000,589,0.1,1.0,8,8445.99,8445.99,8445.99,,127.84
5000,591,0.01,1.0,8,8044.85,8044.85,8044.85,,128.59
5000,594,0.1,1.0,10,8209.9,8209.9,8209.9,,148.15
5000,598,0.1,0.5,8,8675.65,8675.65,8675.65,,103.64
5000,602,0.1,0.5,5,8616.86,8616.86,8616.86,,100.11
5000,631,0.05,0.1,8,8550.13,8550.13,8550.13,,83.99
5000,651,0.01,0.1,2,8176.06,8176.06,8176.06,,80.38
5000,654,0.01,0.5,3,8711.87,8711.87,8711.87,,127.04
5000,663,0.01,1.0,3,8204.18,8204.18,8204.18,,136.81
5000,670,0.05,0.1,3,8403.42,8403.42,8403.42,,69.98
5000,681,0.05,0.5,2,8170.61,8170.61,8170.61,,124.3
5000,687,0.1,0.5,10,8269.15,8269.15,8269.15,,120.05
5000,690,0.1,1.0,3,8390.24,8390.24,8390.24,,141.89
5000,692,0.1,0.1,5,10630.68,10630.68,10630.68,,92.55
5000,701,0.05,1.0,3,8056.84,8056.84,8056.84,,150.33
5000,709,0.1,0.1,8,10756.33,10756.33,10756.33,,83.98
5000,720,0.01,0.5,5,8735.65,8735.65,8735.65,,113.02
5000,735,0.05,0.5,5,8572.75,8572.75,8572.75,,112.33
5000,744,0.1,0.5,2,8348.22,8348.22,8348.22,,118.95
5000,771,0.01,0.5,3,8324.66,8324.66,8324.66,,116.01
5000,779,0.01,0.1,3,8724.32,8724.32,8724.32,,99.6
5000,799,0.05,0.5,3,8143.06,8143.06,8143.06,,117.22
5000,822,0.01,0.1,10,8463.06,8463.06,8463.06,,93.79
5000,863,0.05,0.1,5,8674.03,8674.03,8674.03,,90.12
5000,871,0.05,0.5,2,7841.96,7841.96,7841.96,,126.3
5000,888,0.1,0.1,3,12518.8,12518.8,12518.8,,94.85
5000,898,0.01,0.5,8,8275.91,8275.91,8275.91,,145.94
5000,914,0.1,0.5,3,8417.94,8417.94,8417.94,,147.59
5000,944,0.05,0.1,2,9390.21,9390.21,9390.21,,95.67
5000,1038,0.05,0.1,8,8941.25,8941.25,8941.25,,114.77
5000,1051,0.1,1.0,2,14311.96,14311.96,14311.96,,214.15
5000,1058,0.05,0.1,10,8755.5,8755.5,8755.5,,122.25
5000,1080,0.01,0.5,2,8400.22,8400.22,8400.22,,157.76
