Dataset,Crossover Rate,Crossover,Mutation,Population Size,Generations,Mutation Rate,Tournament Size,Best Distance,Execution Time (s)
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,745,0.01,5,7736.35,80.34
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,794,0.01,5,8509.62,83.18
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,684,0.01,5,8838.66,69.36
