Dataset,Crossover Rate,Crossover,Mutation,Population Size,Generations,Mutation Rate,Tournament Size,Best Distance,Execution Time (s)
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,409,0.01,10,9097.88,36.06
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,964,0.01,2,8683.91,102.96
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,451,0.01,3,8168.2,47.76
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,357,0.01,5,8067.79,38.96
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,300,0.01,8,8715.12,34.64
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,354,0.01,10,8321.99,44.54
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,934,0.05,2,8764.99,51.88
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,595,0.05,3,8285.17,32.78
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,859,0.05,5,9247.24,48.83
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,891,0.05,8,9908.73,53.57
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,941,0.05,10,8970.58,59.05
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,546,0.05,2,8432.32,46.8
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,372,0.05,3,8621.15,33.71
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,354,0.05,5,9174.69,36.68
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,445,0.05,8,8339.18,47.68
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,835,0.05,10,9291.54,79.71
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,560,0.05,2,15549.3,60.4
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,321,0.05,3,7858.87,35.63
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,292,0.05,5,8078.38,29.39
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,310,0.05,8,8288.5,33.46
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,295,0.05,10,8576.17,28.41
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,430,0.1,2,15645.92,17.61
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,868,0.1,3,11655.69,36.48
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,1767,0.1,5,10612.47,76.81
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,641,0.1,8,12827.01,29.65
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,1120,0.1,10,11528.99,53.54
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,620,0.1,2,8471.22,37.54
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,540,0.1,3,8262.46,33.19
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,334,0.1,5,8149.76,21.05
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,459,0.1,8,8679.19,30.71
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,364,0.1,10,9026.15,26.32
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,481,0.1,2,15568.04,40.7
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,329,0.1,3,8608.83,28.12
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,285,0.1,5,8240.73,24.99
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,271,0.1,8,8600.27,24.33
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,272,0.1,10,8692.14,24.72
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,1471,0.01,2,8596.73,59.77
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,1173,0.01,3,8698.73,47.95
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,1301,0.01,5,10138.84,55.76
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,875,0.01,8,9055.92,39.82
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,850,0.01,10,9565.38,40.18
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,678,0.01,2,8815.27,40.68
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,761,0.01,3,8575.53,48.54
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,836,0.01,5,8529.46,55.01
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,1194,0.01,8,9235.22,79.78
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,652,0.01,10,7999.29,44.46
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,1518,0.01,2,8787.81,133.63
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,624,0.01,3,8375.77,57.42
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,700,0.01,5,8647.7,63.07
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,568,0.01,8,8575.16,51.86
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,823,0.01,10,8208.84,75.93
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,2419,0.05,2,8791.04,99.06
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,2123,0.05,3,9123.99,89.09
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,1813,0.05,5,9424.76,79.67
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,2252,0.05,8,8995.98,104.56
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,1289,0.05,10,9391.23,61.74
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,1216,0.05,2,8396.61,73.9
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,1141,0.05,3,7972.6,70.26
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,1284,0.05,5,9259.03,81.73
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,869,0.05,8,8882.52,57.76
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,595,0.05,10,8476.68,40.48
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,2081,0.05,2,9455.96,190.9
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,631,0.05,3,9089.31,58.67
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,613,0.05,5,8391.99,58.91
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,583,0.05,8,7771.75,56.08
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,581,0.05,10,8560.31,54.57
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,1986,0.1,2,13838.25,82.26
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,1950,0.1,3,11207.51,82.54
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,1276,0.1,5,11936.01,55.67
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,1271,0.1,8,11033.23,59.06
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,1093,0.1,10,10835.61,52.7
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,779,0.1,2,8314.88,47.88
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,785,0.1,3,8102.16,49.46
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,814,0.1,5,8627.58,52.14
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,610,0.1,8,8774.08,41.95
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,900,0.1,10,8851.74,61.27
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,1465,0.1,2,8664.99,125.37
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,632,0.1,3,8479.15,55.38
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,581,0.1,5,8295.64,51.2
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,603,0.1,8,8614.45,54.67
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,557,0.1,10,8083.44,51.4
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,473,0.01,2,8790.18,47.98
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,445,0.01,3,8717.9,46.32
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,528,0.01,5,8432.39,57.37
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,307,0.01,8,9075.97,35.49
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,328,0.01,10,8436.01,39.66
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,297,0.01,2,8583.15,45.31
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,193,0.01,3,8024.79,29.98
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,186,0.01,5,8220.48,29.77
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,183,0.01,8,8005.78,30.55
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,259,0.01,10,8380.12,44.29
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,222,0.01,2,14926.39,47.92
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,225,0.01,3,8727.39,48.59
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,174,0.01,5,8576.2,38.83
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,171,0.01,8,8451.93,39.25
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,148,0.01,10,8002.76,34.59
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,944,0.05,2,9390.21,95.67
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,670,0.05,3,8403.42,69.98
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,359,0.05,5,9696.5,38.77
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,389,0.05,8,8687.17,45.42
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,486,0.05,10,8805.54,58.92
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,316,0.05,2,8117.27,52.46
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,262,0.05,3,8134.1,50.88
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,196,0.05,5,7847.4,38.92
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,163,0.05,8,9040.91,34.06
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,256,0.05,10,8423.1,55.18
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,269,0.05,2,14965.63,71.35
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,248,0.05,3,8318.09,66.68
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,174,0.05,5,7790.14,48.61
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,174,0.05,8,8683.29,49.43
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,149,0.05,10,8031.7,43.38
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,344,0.1,2,15232.57,43.5
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,431,0.1,3,13330.81,55.46
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,692,0.1,5,10630.68,92.55
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,583,0.1,8,11134.78,83.31
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,439,0.1,10,10898.73,65.05
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,434,0.1,2,8533.79,82.77
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,275,0.1,3,7974.62,53.51
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,201,0.1,5,7771.75,40.7
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,250,0.1,8,8384.99,52.37
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,183,0.1,10,8674.4,39.76
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,201,0.1,2,15816.59,54.42
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,236,0.1,3,8273.74,63.82
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,179,0.1,5,8377.73,50.15
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,179,0.1,8,8176.41,51.51
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,154,0.1,10,8054.4,45.76
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,651,0.01,2,8176.06,80.38
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,779,0.01,3,8724.32,99.6
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,360,0.01,5,9314.26,47.91
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,588,0.01,8,8810.67,85.13
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,466,0.01,10,7862.04,70.42
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,402,0.01,2,8575.25,76.92
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,654,0.01,3,8711.87,127.04
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,365,0.01,5,8089.22,73.51
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,331,0.01,8,8692.97,72.09
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,334,0.01,10,8156.04,74.54
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,282,0.01,2,15281.59,77.21
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,317,0.01,3,8050.39,86.77
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,342,0.01,5,8329.03,97.62
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,269,0.01,8,8327.42,79.45
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,411,0.01,10,8192.7,124.47
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,1178,0.05,2,8663.96,159.99
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,1090,0.05,3,8686.27,141.72
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,502,0.05,5,8366.01,62.1
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,631,0.05,8,8550.13,83.99
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,560,0.05,10,8816.07,80.68
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,681,0.05,2,8170.61,124.3
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,349,0.05,3,8140.86,63.56
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,457,0.05,5,8518.77,80.96
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,320,0.05,8,8109.7,55.31
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,563,0.05,10,8457.95,99.47
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,421,0.05,2,15278.54,95.93
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,412,0.05,3,8073.69,101.47
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,285,0.05,5,8178.86,68.86
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,269,0.05,8,8602.7,65.76
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,262,0.05,10,8350.49,74.19
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,325,0.1,2,15851.38,39.16
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,888,0.1,3,12518.8,94.85
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,1186,0.1,5,9971.7,132.02
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,709,0.1,8,10756.33,83.98
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,1113,0.1,10,10505.57,138.22
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,503,0.1,2,8361.93,80.34
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,384,0.1,3,8117.02,62.57
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,454,0.1,5,8426.83,73.57
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,337,0.1,8,8262.23,56.99
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,293,0.1,10,8062.76,51.96
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,568,0.1,2,15117.81,124.64
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,335,0.1,3,7876.3,76.57
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,281,0.1,5,7808.9,60.51
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,269,0.1,8,8001.88,60.32
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,245,0.1,10,8121.04,56.46
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,1341,0.01,2,9258.64,133.49
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,1218,0.01,3,8480.26,120.23
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,1181,0.01,5,8530.92,121.96
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,1153,0.01,8,9463.64,126.72
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,822,0.01,10,8463.06,93.79
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,1080,0.01,2,8400.22,157.76
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,771,0.01,3,8324.66,116.01
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,720,0.01,5,8735.65,113.02
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,898,0.01,8,8275.91,145.94
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,1234,0.01,10,8174.4,200.67
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,1315,0.01,2,8806.24,270.68
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,663,0.01,3,8204.18,136.81
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,583,0.01,5,8457.13,123.39
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,591,0.01,8,8044.85,128.59
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,570,0.01,10,8251.89,126.01
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,1709,0.05,2,8345.32,165.06
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,1251,0.05,3,8498.32,126.0
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,863,0.05,5,8674.03,90.12
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,1038,0.05,8,8941.25,114.77
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,1058,0.05,10,8755.5,122.25
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,871,0.05,2,7841.96,126.3
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,799,0.05,3,8143.06,117.22
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,735,0.05,5,8572.75,112.33
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,579,0.05,8,8352.52,91.32
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,588,0.05,10,8646.41,95.05
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,1544,0.05,2,13946.82,316.31
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,701,0.05,3,8056.84,150.33
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,573,0.05,5,8398.12,121.9
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,562,0.05,8,7968.6,123.79
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,553,0.05,10,8320.29,124.15
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,2052,0.1,2,14504.15,200.64
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,1560,0.1,3,11106.01,164.08
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,1743,0.1,5,10435.84,204.6
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,1446,0.1,8,11030.53,178.33
berlin52.txt,0.1,ordered_crossover,swap_mutation,5000,1603,0.1,10,10772.39,204.56
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,744,0.1,2,8348.22,118.95
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,914,0.1,3,8417.94,147.59
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,602,0.1,5,8616.86,100.11
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,598,0.1,8,8675.65,103.64
berlin52.txt,0.5,ordered_crossover,swap_mutation,5000,687,0.1,10,8269.15,120.05
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,1051,0.1,2,14311.96,214.15
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,690,0.1,3,8390.24,141.89
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,575,0.1,5,8315.89,120.82
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,589,0.1,8,8445.99,127.84
berlin52.txt,1.0,ordered_crossover,swap_mutation,5000,594,0.1,10,8209.9,148.15
