Dataset,Crossover Rate,Crossover,Mutation,Population Size,Generations,Mutation Rate,Tournament Size,Best Distance,Execution Time (s)
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,275,0.05,5,8331.94,6.48
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,379,0.05,8,8667.9,9.31
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,336,0.05,10,9807.14,8.29
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,227,0.1,2,17124.1,2.51
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,353,0.1,3,14343.79,4.03
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,389,0.1,5,13576.02,4.58
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,467,0.1,8,14194.44,5.83
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,280,0.1,10,15662.38,3.69
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,494,0.1,2,8869.22,8.04
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,477,0.1,3,8575.54,8.02
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,505,0.1,5,10277.43,8.64
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,436,0.1,8,9245.74,7.86
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,655,0.1,10,8749.14,11.72
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,574,0.1,2,9210.51,13.24
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,272,0.1,3,9014.28,6.48
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,320,0.1,5,8910.18,7.86
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,226,0.1,8,8686.09,6.0
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,432,0.1,10,9126.6,11.1
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,1398,0.01,2,9460.07,17.4
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,856,0.01,3,9624.18,12.7
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,1999,0.01,5,10355.69,31.88
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,1583,0.01,8,9962.47,23.69
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,1521,0.01,10,9567.63,22.64
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,1252,0.01,2,8669.28,26.3
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,915,0.01,3,10020.86,18.61
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,870,0.01,5,9308.94,18.52
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,1149,0.01,8,8666.5,23.65
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,1107,0.01,10,10168.48,22.83
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,772,0.01,2,9613.19,20.45
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,454,0.01,3,8416.38,11.8
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,849,0.01,5,9881.52,22.68
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,837,0.01,8,8528.1,22.81
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,895,0.01,10,9939.09,25.08
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,1333,0.05,2,10163.03,16.51
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,1168,0.05,3,9903.39,14.81
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,716,0.05,5,9747.05,9.45
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,1662,0.05,8,9765.41,23.47
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,1077,0.05,10,11134.35,15.73
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,628,0.05,2,9158.93,11.43
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,681,0.05,3,8765.8,12.6
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,707,0.05,5,9586.6,13.33
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,523,0.05,8,9039.6,10.51
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,638,0.05,10,8778.45,12.88
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,745,0.05,2,9058.31,18.84
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,751,0.05,3,9126.93,19.0
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,443,0.05,5,9017.99,11.4
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,384,0.05,8,9418.87,10.16
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,492,0.05,10,9545.28,13.23
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,424,0.1,2,16133.78,5.06
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,942,0.1,3,12715.95,11.65
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,551,0.1,5,11627.43,7.25
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,358,0.1,8,15098.96,4.94
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,554,0.1,10,14398.49,7.94
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,709,0.1,2,8479.62,14.0
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,474,0.1,3,9096.48,9.1
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,457,0.1,5,8814.64,8.66
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,395,0.1,8,10513.99,7.76
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,434,0.1,10,8902.38,8.77
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,276,0.1,2,16569.66,7.48
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,391,0.1,3,9299.83,10.23
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,355,0.1,5,9020.9,9.56
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,551,0.1,8,9763.07,15.02
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,385,0.1,10,8730.69,10.84
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,3216,0.01,2,9771.31,39.41
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,2352,0.01,3,9500.35,28.79
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,2046,0.01,5,9453.71,27.02
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,2298,0.01,8,8783.95,31.64
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,3227,0.01,10,9879.48,64.71
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,2180,0.01,2,8672.09,45.29
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,1279,0.01,3,8980.8,26.33
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,2664,0.01,5,10259.38,54.33
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,1441,0.01,8,9652.56,28.33
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,1723,0.01,10,9365.39,34.33
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,1013,0.01,2,8836.33,25.5
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,1535,0.01,3,9166.78,38.72
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,1111,0.01,5,8410.03,28.85
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,767,0.01,8,9186.72,20.46
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,901,0.01,10,9660.11,26.97
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,4036,0.05,2,9197.14,53.87
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,3353,0.05,3,9679.13,46.42
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,1562,0.05,5,9031.67,22.34
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,1720,0.05,8,10117.08,24.38
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,2747,0.05,10,9062.04,42.9
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,920,0.05,2,9057.19,18.6
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,1285,0.05,3,9333.65,25.72
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,936,0.05,5,9363.01,19.55
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,706,0.05,8,9111.38,14.65
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,1470,0.05,10,9486.68,31.94
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,1041,0.05,2,9341.18,28.62
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,752,0.05,3,9071.88,20.68
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,833,0.05,5,8679.87,23.8
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,745,0.05,8,8578.34,22.43
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,757,0.05,10,8856.87,22.73
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,1053,0.1,2,16808.53,14.63
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,1228,0.1,3,13489.09,18.3
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,1726,0.1,5,11076.01,25.81
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,799,0.1,8,12956.18,12.69
berlin52.txt,0.1,ordered_crossover,swap_mutation,500,1085,0.1,10,13481.71,17.68
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,1024,0.1,2,8963.66,21.58
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,1189,0.1,3,8616.53,24.0
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,2592,0.1,5,9462.94,51.75
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,1644,0.1,8,8980.99,34.01
berlin52.txt,0.5,ordered_crossover,swap_mutation,500,822,0.1,10,9189.2,17.29
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,1065,0.1,2,8773.03,28.73
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,1133,0.1,3,8416.07,30.92
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,598,0.1,5,8866.06,15.58
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,631,0.1,8,8247.29,16.81
berlin52.txt,1.0,ordered_crossover,swap_mutation,500,636,0.1,10,9966.92,17.1
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,490,0.01,2,9490.96,11.68
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,495,0.01,3,9346.95,12.0
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,946,0.01,5,9831.46,26.5
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,586,0.01,8,9477.36,15.88
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,737,0.01,10,9561.02,20.75
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,478,0.01,2,8811.85,17.11
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,370,0.01,3,9122.31,13.54
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,388,0.01,5,8866.47,14.18
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,337,0.01,8,9663.89,13.17
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,375,0.01,10,9559.13,15.14
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,424,0.01,2,9185.79,21.83
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,276,0.01,3,9100.72,14.4
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,338,0.01,5,8591.47,18.36
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,425,0.01,8,9182.74,22.67
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,572,0.01,10,8420.23,32.37
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,512,0.05,2,11662.63,13.13
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,909,0.05,3,9650.87,24.42
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,611,0.05,5,10411.54,17.53
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,514,0.05,8,9693.56,15.58
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,589,0.05,10,10761.4,17.23
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,510,0.05,2,8546.05,18.36
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,319,0.05,3,8804.7,11.37
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,282,0.05,5,9555.89,10.46
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,424,0.05,8,10376.43,17.03
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,341,0.05,10,8836.48,14.69
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,210,0.05,2,16083.35,11.43
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,272,0.05,3,8538.6,14.86
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,186,0.05,5,8392.16,10.24
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,249,0.05,8,8425.31,14.16
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,227,0.05,10,8797.22,13.24
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,287,0.1,2,16705.3,7.02
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,444,0.1,3,14045.16,10.99
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,517,0.1,5,12334.11,13.42
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,500,0.1,8,13893.36,13.57
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,495,0.1,10,12712.15,13.84
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,505,0.1,2,9058.86,18.48
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,245,0.1,3,8856.39,9.18
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,302,0.1,5,10264.57,11.36
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,341,0.1,8,9696.72,13.23
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,392,0.1,10,9810.48,15.76
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,217,0.1,2,15747.77,10.85
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,253,0.1,3,8870.48,12.92
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,199,0.1,5,8414.19,10.91
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,177,0.1,8,8507.43,9.82
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,234,0.1,10,9182.89,13.44
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,1018,0.01,2,9749.74,25.49
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,773,0.01,3,9475.43,19.93
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,943,0.01,5,9448.36,26.35
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,648,0.01,8,10252.99,17.63
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,1152,0.01,10,9412.18,32.32
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,718,0.01,2,8412.05,25.91
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,729,0.01,3,9683.64,27.18
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,534,0.01,5,8295.8,22.01
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,577,0.01,8,9071.45,24.12
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,830,0.01,10,9528.8,35.6
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,678,0.01,2,9614.87,37.39
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,528,0.01,3,8635.53,28.88
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,305,0.01,5,8521.65,17.88
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,980,0.01,8,9042.66,58.78
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,717,0.01,10,8696.38,44.33
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,1797,0.05,2,9662.19,43.93
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,1114,0.05,3,8788.9,28.9
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,851,0.05,5,9157.08,24.0
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,677,0.05,8,9271.49,19.97
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,1012,0.05,10,9468.91,31.18
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,650,0.05,2,9244.02,24.95
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,847,0.05,3,8611.93,34.81
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,450,0.05,5,9738.16,18.5
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,464,0.05,8,8721.19,18.74
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,687,0.05,10,8641.7,29.38
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,290,0.05,2,15504.01,15.8
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,330,0.05,3,9053.31,19.71
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,301,0.05,5,8280.88,15.57
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,358,0.05,8,8928.34,17.28
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,286,0.05,10,8406.37,14.06
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,555,0.1,2,15323.75,12.5
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,678,0.1,3,12784.66,16.67
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,356,0.1,5,13999.04,8.51
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,783,0.1,8,11652.78,20.7
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,379,0.1,10,13182.8,10.1
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,634,0.1,2,8267.4,19.93
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,503,0.1,3,9454.93,15.94
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,545,0.1,5,8619.34,17.75
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,361,0.1,8,9354.18,12.33
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,345,0.1,10,8348.66,12.01
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,326,0.1,2,15506.46,14.35
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,361,0.1,3,8677.55,16.26
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,384,0.1,5,8785.26,17.5
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,311,0.1,8,8365.33,14.48
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,303,0.1,10,8711.64,14.46
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,2278,0.01,2,8760.18,48.0
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,1574,0.01,3,8388.97,34.31
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,912,0.01,5,9358.68,20.49
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,1659,0.01,8,9178.0,39.98
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,1475,0.01,10,9710.44,36.58
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,1372,0.01,2,8811.63,43.04
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,1320,0.01,3,9106.43,41.55
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,1353,0.01,5,8740.23,44.03
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,1701,0.01,8,9171.57,57.61
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,1050,0.01,10,9455.94,37.88
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,668,0.01,2,15457.33,29.22
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,1272,0.01,3,8781.99,58.01
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,823,0.01,5,8431.44,45.28
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,807,0.01,8,8456.23,38.82
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,1096,0.01,10,9183.74,60.45
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,1458,0.05,2,8311.88,32.15
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,3097,0.05,3,9065.54,65.67
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,1809,0.05,5,8953.99,45.12
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,1429,0.05,8,8456.74,42.59
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,2000,0.05,10,9015.95,59.64
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,851,0.05,2,8731.44,31.23
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,761,0.05,3,8384.81,27.27
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,899,0.05,5,9498.3,34.13
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,806,0.05,8,7937.5,31.28
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,1432,0.05,10,8419.73,56.48
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,1069,0.05,2,8867.02,52.96
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,629,0.05,3,8633.93,31.63
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,614,0.05,5,8553.54,31.22
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,625,0.05,8,9079.42,33.04
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,605,0.05,10,8741.74,32.87
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,877,0.1,2,16004.22,20.82
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,990,0.1,3,12645.69,24.11
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,864,0.1,5,12031.22,22.07
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,1545,0.1,8,12524.06,41.35
berlin52.txt,0.1,ordered_crossover,swap_mutation,1000,2053,0.1,10,11438.4,58.01
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,990,0.1,2,8925.55,34.81
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,864,0.1,3,8941.11,30.94
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,1330,0.1,5,9475.99,48.9
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,906,0.1,8,8506.21,35.17
berlin52.txt,0.5,ordered_crossover,swap_mutation,1000,743,0.1,10,9288.76,29.0
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,1062,0.1,2,9010.04,52.98
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,629,0.1,3,9043.44,31.37
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,588,0.1,5,8918.48,30.15
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,584,0.1,8,8846.25,31.12
berlin52.txt,1.0,ordered_crossover,swap_mutation,1000,610,0.1,10,8429.29,32.5
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,596,0.01,2,9057.88,27.84
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,759,0.01,3,9208.16,36.02
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,374,0.01,5,8770.68,19.05
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,564,0.01,8,9186.3,32.27
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,455,0.01,10,11039.45,25.07
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,597,0.01,2,8417.32,42.87
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,376,0.01,3,8652.75,26.32
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,380,0.01,5,8773.91,28.64
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,325,0.01,8,8585.21,23.8
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,418,0.01,10,9025.43,37.96
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,265,0.01,2,14495.37,25.93
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,221,0.01,3,8597.92,20.74
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,176,0.01,5,7765.64,17.02
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,371,0.01,8,8610.9,38.12
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,164,0.01,10,8453.21,18.13
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,845,0.05,2,8418.54,48.98
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,813,0.05,3,10211.43,47.81
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,740,0.05,5,8613.83,40.63
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,575,0.05,8,9600.11,31.86
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,559,0.05,10,10088.9,33.48
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,447,0.05,2,8132.67,33.43
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,217,0.05,3,8996.15,17.63
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,404,0.05,5,8773.6,31.42
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,314,0.05,8,8657.37,28.58
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,221,0.05,10,8364.4,21.5
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,265,0.05,2,15211.2,28.34
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,243,0.05,3,8967.64,26.9
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,194,0.05,5,8379.88,22.69
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,156,0.05,8,8734.14,19.23
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,169,0.05,10,8098.13,21.41
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,346,0.1,2,15633.35,19.8
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,597,0.1,3,13498.43,36.05
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,318,0.1,5,12843.02,19.52
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,649,0.1,8,11843.06,37.09
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,534,0.1,10,11027.67,31.57
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,446,0.1,2,7816.43,33.27
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,474,0.1,3,8179.47,36.3
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,270,0.1,5,8391.71,20.98
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,214,0.1,8,8474.88,17.84
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,471,0.1,10,8426.89,40.69
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,234,0.1,2,15323.41,21.87
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,293,0.1,3,8732.09,27.18
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,216,0.1,5,8093.54,20.1
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,183,0.1,8,8606.11,18.38
berlin52.txt,1.0,ordered_crossover,swap_mutation,2000,153,0.1,10,8208.07,16.0
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,935,0.01,2,8692.19,41.27
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,649,0.01,3,9824.43,28.99
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,550,0.01,5,9094.21,24.76
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,645,0.01,8,9225.08,33.53
berlin52.txt,0.1,ordered_crossover,swap_mutation,2000,766,0.01,10,9384.48,47.73
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,442,0.01,2,8725.65,32.1
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,522,0.01,3,8283.0,40.44
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,722,0.01,5,8425.95,55.2
berlin52.txt,0.5,ordered_crossover,swap_mutation,2000,673,0.01,8,8154.99,59.84
